cover,title,author,publisher,isbn,timestamp,activity,details,library
https://img1.od-cdn.com/ImageType-100/1191-1/{B9F1A650-69A7-40C7-BC22-AEFFD340EDA1}Img100.jpg,Fire,Kristin Cashore,Books on Tape,9781101145708,"February 28, 2023 02:09",Returned, 15 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1060-1/{B8E993E1-7D88-4AF2-A305-B467ED6A73FC}Img100.jpg,Graceling,Kristin Cashore,Full Cast Audio,"","February 28, 2023 02:09",Returned, 14 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{02EF0750-A967-493C-AA14-B292C33C1DC3}Img100.jpg,Crush,Tracy Wolff,"Tantor Media, Inc.",9781705219621,"February 28, 2023 00:39",Returned, 3 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{9BF1365F-E184-437E-8209-93A1F6F8133C}Img100.jpg,Gideon the Ninth,Tamsyn Muir,Tor Publishing Group,9781250313171,"February 27, 2023 01:52",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{4456BD6C-F0C4-4C7B-80E9-6BD545931BE7}IMG100.JPG,Gideon the Ninth,Tamsyn Muir,"Recorded Books, Inc.",9781980004905,"February 26, 2023 02:31",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{9BF1365F-E184-437E-8209-93A1F6F8133C}Img100.jpg,Gideon the Ninth,Tamsyn Muir,Tor Publishing Group,9781250313171,"February 26, 2023 02:31",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{92C63301-D9D7-48B6-8A98-D60D35CDF6F5}Img100.jpg,The House in the Cerulean Sea,TJ Klune,Macmillan Audio,9781250264299,"February 25, 2023 22:48",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{F522D10A-522B-4724-895F-6C33DCB2ABF9}IMG100.JPG,Improbable Magic for Cynical Witches,Kate Scelsa,Balzer + Bray,9780063137424,"February 25, 2023 22:48",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{F2755D16-8265-4B7E-8D4E-FB707E22F77E}Img100.jpg,Crooked Kingdom,Leigh Bardugo,Henry Holt and Co. (BYR),9781627797917,"February 24, 2023 16:33",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{F2755D16-8265-4B7E-8D4E-FB707E22F77E}Img100.jpg,Crooked Kingdom,Leigh Bardugo,Henry Holt and Co. (BYR),9781627797917,"February 24, 2023 16:33",Returned, 3 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{796DFB70-85C3-4747-9FD5-EEAD11FEDD45}Img100.jpg,The Forever Witness,Edward Humes,Penguin Publishing Group,9781524746292,"February 24, 2023 16:30",Returned, 16 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{D3722B4F-7F0E-4ECC-A0B5-F41616A75132}IMG100.JPG,Charm,Tracy Wolff,"Tantor Media, Inc.",9781705295823,"February 24, 2023 16:29",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2A8E1816-FC76-4609-922D-A0E0377A73C1}IMG100.JPG,Court,Tracy Wolff,"Tantor Media, Inc.",9781705276464,"February 24, 2023 16:29",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{6DD9C963-FFD8-4D1B-AAE4-79C8813A1CD4}Img100.jpg,Covet,Tracy Wolff,"Tantor Media, Inc.",9781705219645,"February 24, 2023 16:29",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{D3722B4F-7F0E-4ECC-A0B5-F41616A75132}IMG100.JPG,Charm,Tracy Wolff,"Tantor Media, Inc.",9781705295823,"February 24, 2023 16:29",Returned, 6 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2A8E1816-FC76-4609-922D-A0E0377A73C1}IMG100.JPG,Court,Tracy Wolff,"Tantor Media, Inc.",9781705276464,"February 24, 2023 16:29",Returned, 6 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{6DD9C963-FFD8-4D1B-AAE4-79C8813A1CD4}Img100.jpg,Covet,Tracy Wolff,"Tantor Media, Inc.",9781705219645,"February 24, 2023 16:28",Returned, 6 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{15D1A3AA-B144-47FA-A487-F6EE6B0CD46A}Img100.jpg,The Angel Experiment,James Patterson,"Little, Brown Books for Young Readers","","February 24, 2023 07:10",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{B9F1A650-69A7-40C7-BC22-AEFFD340EDA1}Img100.jpg,Fire,Kristin Cashore,Books on Tape,9781101145708,"February 22, 2023 15:06",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1060-1/{B8E993E1-7D88-4AF2-A305-B467ED6A73FC}Img100.jpg,Graceling,Kristin Cashore,Full Cast Audio,"","February 21, 2023 15:06",renew,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{DF7C3A08-EB63-418C-B8C2-DEBD33097D65}IMG100.JPG,The Cold Millions,Jess Walter,HarperCollins,9780062868107,"February 21, 2023 00:09",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/5054-1/{B99BCE6B-B316-420C-A1EB-1056DC9F3907}Img100.jpg,So This Is Ever After,F.T. Lukens,Simon & Schuster Audio,9781797136479,"February 20, 2023 02:45",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{796DFB70-85C3-4747-9FD5-EEAD11FEDD45}Img100.jpg,The Forever Witness,Edward Humes,Penguin Publishing Group,9781524746292,"February 20, 2023 01:27",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{09B7EB5E-E2C1-4910-8B45-985821E8A680}IMG100.JPG,Hell Bent,Leigh Bardugo,Macmillan Audio,9781250859365,"February 20, 2023 01:27",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{CF2E13F8-7C64-46A9-9741-F1EC87A78FAA}Img100.jpg,The Cruel Prince,Holly Black,"Little, Brown Books for Young Readers",9780316310284,"February 18, 2023 14:40",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{E7374729-742E-415E-A904-38610244D538}IMG100.JPG,The Atlas Paradox,Olivie Blake,Tor Publishing Group,9781250855121,"February 17, 2023 15:27",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{6A808141-976F-42BC-B996-452B6EF33244}Img100.jpg,Pumpkin,Julie Murphy,HarperCollins,9780062880475,"February 16, 2023 05:26",Returned, 14 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{0BBD5835-7B38-43A1-95D6-AE5CA1D9FB82}Img100.jpg,This Poison Heart,Kalynn Bayron,Bloomsbury Publishing,9781547603916,"February 16, 2023 05:26",Returned, 14 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0955-1/{B9C64692-B54B-4635-8155-273B49242F02}Img100.jpg,Ever After,Olivia Vieweg,Lerner Publishing Group,9781728405292,"February 16, 2023 01:23",renew,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{20095585-112E-48E0-9114-B1A7AED6ABEE}IMG100.JPG,Graceling,Kristin Cashore,HarperCollins,9780547351278,"February 16, 2023 01:23",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{20095585-112E-48E0-9114-B1A7AED6ABEE}IMG100.JPG,Graceling,Kristin Cashore,HarperCollins,9780547351278,"February 16, 2023 01:23",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{82359A93-64DF-4AB5-AF49-186A63DE3EFE}Img100.jpg,Ruin and Rising,Leigh Bardugo,Henry Holt and Co. (BYR),9780805097122,"February 16, 2023 01:22",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{62922068-4F45-415E-818B-B5AE3F3A2697}Img100.jpg,Siege and Storm,Leigh Bardugo,Henry Holt and Co. (BYR),9780805097115,"February 16, 2023 01:22",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{CAE032FE-26E1-4DC7-981E-E1DA93A3322F}Img100.jpg,Shadow and Bone,Leigh Bardugo,Henry Holt and Co. (BYR),9780805097108,"February 16, 2023 01:22",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{CAE032FE-26E1-4DC7-981E-E1DA93A3322F}Img100.jpg,Shadow and Bone,Leigh Bardugo,Henry Holt and Co. (BYR),9780805097108,"February 15, 2023 15:25",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{283D4E3C-4210-4F54-BC86-5414FEBC9AF9}Img100.jpg,The Cold Millions,Jess Walter,HarperAudio,9780063033863,"February 14, 2023 04:29",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{33A71567-38C1-40F8-98D0-915C069443E4}IMG100.JPG,The Priory of the Orange Tree,Samantha Shannon,Bloomsbury Publishing,9781635570281,"February 14, 2023 04:00",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{2BD8B36C-3BF3-4339-8E08-F895883822C5}Img100.jpg,House of Sky and Breath,Sarah J. Maas,Bloomsbury Publishing,9781635574081,"February 13, 2023 23:59",Returned, 12 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{58D4FF11-0FF3-426B-99C4-0CC86522E12B}IMG100.JPG,The Atlas Paradox,Olivie Blake,Macmillan Audio,9781250870797,"February 12, 2023 15:58",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{8809BC36-EB29-4964-B022-D2A68D9F3445}IMG100.JPG,The Poppy War,R. F. Kuang,HarperAudio,9780062848789,"February 11, 2023 06:04",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{33A71567-38C1-40F8-98D0-915C069443E4}IMG100.JPG,The Priory of the Orange Tree,Samantha Shannon,Bloomsbury Publishing,9781635570281,"February 11, 2023 06:01",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{98029A86-A1E8-44F8-A93F-374C36D16C2C}IMG100.JPG,Truly Devious,Maureen Johnson,HarperCollins,9780062338075,"February 11, 2023 06:01",Returned, 10 hours  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{7F2C5367-11CA-49C2-A9CD-0A3B1AF6D1E4}IMG100.JPG,Hell Bent,Leigh Bardugo,Flatiron Books,9781250313119,"February 10, 2023 23:43",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{6A808141-976F-42BC-B996-452B6EF33244}Img100.jpg,Pumpkin,Julie Murphy,HarperCollins,9780062880475,"February 10, 2023 04:20",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B22167A6-D097-49EA-A49E-E6A71DBBAF1C}IMG100.JPG,Suicide Notes,Michael Thomas Ford,HarperCollins,9780062043078,"February 10, 2023 04:16",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{BE45971A-8670-4DCC-9A0F-73BA386D5660}Img100.jpg,Carry On,Rainbow Rowell,Macmillan Audio,9781427262035,"February 10, 2023 04:15",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/5054-1/{B99BCE6B-B316-420C-A1EB-1056DC9F3907}Img100.jpg,So This Is Ever After,F.T. Lukens,Simon & Schuster Audio,9781797136479,"February 10, 2023 04:12",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{0BBD5835-7B38-43A1-95D6-AE5CA1D9FB82}Img100.jpg,This Poison Heart,Kalynn Bayron,Bloomsbury Publishing,9781547603916,"February 10, 2023 04:05",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{F522D10A-522B-4724-895F-6C33DCB2ABF9}IMG100.JPG,Improbable Magic for Cynical Witches,Kate Scelsa,Balzer + Bray,9780063137424,"February 10, 2023 04:00",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{D3722B4F-7F0E-4ECC-A0B5-F41616A75132}IMG100.JPG,Charm,Tracy Wolff,"Tantor Media, Inc.",9781705295823,"February 10, 2023 03:34",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{BE20DBB5-DCB1-4CFE-8087-058084E2DB5B}IMG100.JPG,Charm,Tracy Wolff,"Entangled Publishing, LLC",9781649371294,"February 10, 2023 03:34",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2A8E1816-FC76-4609-922D-A0E0377A73C1}IMG100.JPG,Court,Tracy Wolff,"Tantor Media, Inc.",9781705276464,"February 10, 2023 03:34",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{6DD9C963-FFD8-4D1B-AAE4-79C8813A1CD4}Img100.jpg,Covet,Tracy Wolff,"Tantor Media, Inc.",9781705219645,"February 10, 2023 03:34",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{02EF0750-A967-493C-AA14-B292C33C1DC3}Img100.jpg,Crush,Tracy Wolff,"Tantor Media, Inc.",9781705219621,"February 10, 2023 03:09",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{9DEC75E6-F795-437C-9897-A6926B466EBA}Img100.jpg,Six of Crows,Leigh Bardugo,Henry Holt and Co. (BYR),9781627795227,"February 10, 2023 00:07",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{92C63301-D9D7-48B6-8A98-D60D35CDF6F5}Img100.jpg,The House in the Cerulean Sea,TJ Klune,Macmillan Audio,9781250264299,"February 07, 2023 03:22",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{F2755D16-8265-4B7E-8D4E-FB707E22F77E}Img100.jpg,Crooked Kingdom,Leigh Bardugo,Henry Holt and Co. (BYR),9781627797917,"February 07, 2023 03:22",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{2BD8B36C-3BF3-4339-8E08-F895883822C5}Img100.jpg,House of Sky and Breath,Sarah J. Maas,Bloomsbury Publishing,9781635574081,"February 05, 2023 22:34",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{FE3EEE7F-2DDD-4E12-998A-38C5A43B948D}Img100.jpg,The Song of Achilles,Madeline Miller,HarperAudio,9780062115577,"February 05, 2023 21:31",Returned, 6 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{22E6129F-7619-48D4-B55B-492885C66581}Img100.jpg,The Cruel Prince,Holly Black,Hachette Audio,9781478923749,"February 04, 2023 01:43",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{CF2E13F8-7C64-46A9-9741-F1EC87A78FAA}Img100.jpg,The Cruel Prince,Holly Black,"Little, Brown Books for Young Readers",9780316310284,"February 04, 2023 01:43",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{787A3037-7EC3-48B8-887D-C943EC00FD21}Img100.jpg,House of Earth and Blood,Sarah J. Maas,Bloomsbury Publishing,9781635574050,"February 03, 2023 05:04",Returned, 9 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1060-1/{B8E993E1-7D88-4AF2-A305-B467ED6A73FC}Img100.jpg,Graceling,Kristin Cashore,Full Cast Audio,"","February 03, 2023 05:04",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2E788F69-82E8-4A42-B902-A8A896D49D2E}Img100.jpg,Crave,Tracy Wolff,"Tantor Media, Inc.",9781705219607,"January 31, 2023 17:40",Returned, 9 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{B9F1A650-69A7-40C7-BC22-AEFFD340EDA1}Img100.jpg,Fire,Kristin Cashore,Books on Tape,9781101145708,"January 31, 2023 15:24",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1060-1/{B8E993E1-7D88-4AF2-A305-B467ED6A73FC}Img100.jpg,Graceling,Kristin Cashore,Full Cast Audio,"","January 31, 2023 15:24",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{B9F1A650-69A7-40C7-BC22-AEFFD340EDA1}Img100.jpg,Fire,Kristin Cashore,Books on Tape,9781101145708,"January 31, 2023 15:24",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1060-1/{B8E993E1-7D88-4AF2-A305-B467ED6A73FC}Img100.jpg,Graceling,Kristin Cashore,Full Cast Audio,"","January 31, 2023 15:24",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{8624F4F1-B2EA-4DB7-A44A-9625AC51D8A9}Img100.jpg,Soulless,Gail Carriger,Hachette Audio,9781549140655,"January 31, 2023 00:09",Returned, 3 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{DF7C3A08-EB63-418C-B8C2-DEBD33097D65}IMG100.JPG,The Cold Millions,Jess Walter,HarperCollins,9780062868107,"January 31, 2023 00:09",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{03DE1F0C-9715-42D0-8245-E9C7330BC786}IMG100.JPG,The Forever Witness,Edward Humes,Books on Tape,9780593627051,"January 29, 2023 23:20",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{796DFB70-85C3-4747-9FD5-EEAD11FEDD45}Img100.jpg,The Forever Witness,Edward Humes,Penguin Publishing Group,9781524746292,"January 29, 2023 23:20",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{92C63301-D9D7-48B6-8A98-D60D35CDF6F5}Img100.jpg,The House in the Cerulean Sea,TJ Klune,Macmillan Audio,9781250264299,"January 29, 2023 02:57",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{2D2508B4-1833-4579-8EF1-EF360B0921E3}Img100.jpg,The House in the Cerulean Sea,TJ Klune,Tor Publishing Group,9781250217325,"January 29, 2023 02:57",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0955-1/{B9C64692-B54B-4635-8155-273B49242F02}Img100.jpg,Ever After,Olivia Vieweg,Lerner Publishing Group,9781728405292,"January 28, 2023 16:00",renew,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{4F7801C0-ACDC-4CC6-AF28-95D196D3C965}Img100.jpg,Big Magic,Elizabeth Gilbert,Penguin Publishing Group,9780698408319,"January 28, 2023 16:00",Returned, 2 days  early,Spokane Public Library
